agent_id,archetype_id,age,sex,race,marital_status,education,income,housing
5206,671,67,Female,White,Never married,Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
5207,617,41,Female,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5208,442,18,Male,Asian,Never married,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
5209,318,48,Female,Black or African American,Divorced or separated,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5210,588,74,Female,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5211,471,45,Male,Black or African American,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5212,799,9,Female,Asian,Never married,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5213,118,48,Male,White,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
5214,766,31,Male,Hispanic or Latino origin (of any race),Never married,Some college or associate's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5215,226,74,Male,Asian,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5216,930,16,Female,White,"Now married, except separated",Graduate or professional degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
5217,564,12,Male,Asian,"Now married, except separated",High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
5218,781,73,Female,Asian,Never married,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
5219,120,26,Female,White,Never married,Some college or associate's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5220,880,67,Male,Hispanic or Latino origin (of any race),Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
5221,960,50,Female,White,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5222,14,26,Male,Native American and Black or African American and Hispanic or Latino,"Now married, except separated",High school graduate (includes equivalency),"$50,000 to $64,999",Householder lived in renter-occupied housing units
5223,891,36,Female,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5224,600,32,Female,Hispanic or Latino origin (of any race),Divorced or separated,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5225,572,4,Female,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5226,83,50,Female,Hispanic or Latino origin (of any race),Never married,Graduate or professional degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5227,162,48,Male,Asian,Divorced or separated,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5228,444,3,Male,Pacific Islander and Middle Eastern and Asian,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
5229,654,35,Female,Hispanic or Latino origin (of any race),"Now married, except separated",Less than high school graduate,"$50,000 to $64,999",Householder lived in renter-occupied housing units
5230,132,33,Female,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5231,998,47,Male,Black or African American,Never married,Bachelor's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
5232,923,50,Female,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5233,439,27,Male,Asian,Widowed,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
5234,427,44,Female,Asian,"Now married, except separated",High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
5235,719,8,Female,Asian,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5236,630,31,Male,Pacific Islander and Middle Eastern,Widowed,Some college or associate's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5237,111,41,Male,White and Pacific Islander,Never married,Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5238,218,27,Male,Middle Eastern and White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5239,535,42,Male,Pacific Islander and Asian,Never married,Graduate or professional degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
5240,530,10,Female,White,"Now married, except separated",Some college or associate's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5241,588,65,Female,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5242,937,38,Female,Asian,Never married,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5243,12,6,Male,Hispanic or Latino origin (of any race),Never married,Graduate or professional degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
5244,500,62,Female,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5245,506,65,Female,Black or African American and Hispanic or Latino,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5246,964,58,Male,Asian,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5247,682,49,Female,White,Widowed,Graduate or professional degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
5248,894,35,Female,White,Never married,Bachelor's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5249,848,4,Male,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5250,258,73,Female,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5251,677,7,Male,White and Native American,"Now married, except separated",Some college or associate's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
5252,731,4,Male,White,"Now married, except separated",Bachelor's degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5253,573,24,Male,Asian,"Now married, except separated",Some college or associate's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
5254,497,49,Female,Pacific Islander and Black or African American,"Now married, except separated",Bachelor's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
5255,642,39,Female,Black or African American,Never married,Bachelor's degree,"$65,000 to $74,999",Householder lived in owner-occupied housing units
5256,872,44,Male,Middle Eastern and Hispanic or Latino and Pacific Islander,"Now married, except separated",Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5257,666,69,Male,Hispanic or Latino origin (of any race),Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
5258,779,25,Male,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5259,57,31,Female,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5260,447,53,Female,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5261,670,1,Female,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5262,230,43,Male,White,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
5263,557,43,Female,Asian,Never married,High school graduate (includes equivalency),"$65,000 to $74,999",Householder lived in renter-occupied housing units
5264,547,36,Male,White,Never married,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5265,518,0,Male,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5266,916,60,Male,Native American and Pacific Islander and Black or African American,"Now married, except separated",High school graduate (includes equivalency),"$15,000 to $24,999",Householder lived in owner-occupied housing units
5267,646,60,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Graduate or professional degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5268,767,3,Female,Asian,Never married,Graduate or professional degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5269,543,34,Female,Black or African American,"Now married, except separated",High school graduate (includes equivalency),"$25,000 to $34,999",Householder lived in owner-occupied housing units
5270,976,62,Female,White,"Now married, except separated",Less than high school graduate,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5271,887,17,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
5272,270,16,Female,Asian,"Now married, except separated",Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5273,357,25,Female,Hispanic or Latino and Black or African American and White,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
5274,201,0,Female,Black or African American,Never married,Some college or associate's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
5275,512,23,Male,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5276,984,26,Female,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5277,477,42,Female,White and Asian,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
5278,263,50,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Graduate or professional degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
5279,749,38,Male,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5280,737,49,Female,Hispanic or Latino origin (of any race),"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
5281,995,43,Female,Asian,"Now married, except separated",High school graduate (includes equivalency),"$25,000 to $34,999",Householder lived in owner-occupied housing units
5282,833,18,Male,White,Never married,Less than high school graduate,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5283,822,45,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5284,815,0,Male,Asian,Never married,Bachelor's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
5285,696,25,Male,White,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5286,907,17,Male,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5287,68,37,Female,Asian,Never married,Some college or associate's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
5288,536,64,Male,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5289,164,69,Female,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5290,415,58,Female,White,Divorced or separated,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5291,886,60,Female,Asian,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
5292,721,64,Male,Asian,"Now married, except separated",Graduate or professional degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5293,147,52,Female,White,"Now married, except separated",High school graduate (includes equivalency),"$25,000 to $34,999",Householder lived in renter-occupied housing units
5294,965,16,Male,White,Divorced or separated,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
5295,921,31,Male,Hispanic or Latino and Native American and Middle Eastern,"Now married, except separated",Bachelor's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5296,636,0,Female,White,Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5297,716,67,Male,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5298,180,31,Female,Hispanic or Latino origin (of any race),Widowed,Some college or associate's degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5299,106,46,Female,White,Divorced or separated,Bachelor's degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
5300,1,47,Female,Asian,Divorced or separated,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5301,164,69,Female,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5302,664,59,Female,White and Black or African American,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
5303,866,23,Male,Asian,Divorced or separated,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5304,734,55,Female,Asian,Never married,Graduate or professional degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
5305,234,0,Male,Middle Eastern and Black or African American and Hispanic or Latino,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5306,227,53,Female,White,"Now married, except separated",Bachelor's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
5307,240,28,Female,Black or African American and Native American and Hispanic or Latino,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5308,248,31,Male,Asian,Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5309,139,68,Female,Hispanic or Latino origin (of any race),"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5310,216,27,Male,White,Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5311,476,14,Female,Hispanic or Latino and Pacific Islander,"Now married, except separated",Bachelor's degree,"$65,000 to $74,999",Householder lived in owner-occupied housing units
5312,304,51,Male,White,"Now married, except separated",Some college or associate's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
5313,892,39,Female,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5314,361,36,Male,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5315,470,28,Male,White,"Now married, except separated",Some college or associate's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5316,840,7,Male,White,Never married,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
5317,344,23,Male,Asian,Divorced or separated,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
5318,404,66,Female,Asian,Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
5319,451,47,Male,Asian,Never married,Less than high school graduate,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5320,292,22,Female,White,Divorced or separated,Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5321,593,2,Female,Hispanic or Latino origin (of any race),Widowed,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5322,842,30,Male,White,Never married,Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5323,774,46,Female,Black or African American and Middle Eastern,Widowed,Less than high school graduate,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5324,742,44,Male,Pacific Islander and Native American,Widowed,Less than high school graduate,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5325,66,59,Female,Asian and Pacific Islander,"Now married, except separated",Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
5326,254,63,Male,Asian,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5327,222,66,Female,White,"Now married, except separated",Some college or associate's degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5328,963,0,Male,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5329,625,13,Female,Hispanic or Latino origin (of any race),Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
5330,27,28,Female,White,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5331,784,32,Male,Black or African American and Pacific Islander and Native American,"Now married, except separated",Graduate or professional degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
5332,830,35,Male,Asian,"Now married, except separated",Bachelor's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
5333,477,41,Female,Pacific Islander and Hispanic or Latino,Never married,High school graduate (includes equivalency),"$75,000 or more",Householder lived in owner-occupied housing units
5334,483,52,Male,Asian,Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5335,916,61,Male,Native American and Asian and Middle Eastern,"Now married, except separated",High school graduate (includes equivalency),"$15,000 to $24,999",Householder lived in owner-occupied housing units
5336,786,12,Male,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5337,150,34,Female,Asian,Never married,Graduate or professional degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
5338,436,47,Female,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5339,994,49,Male,Hispanic or Latino origin (of any race),Divorced or separated,Bachelor's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
5340,758,26,Male,White,Divorced or separated,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
5341,223,33,Female,Hispanic or Latino origin (of any race),Never married,Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5342,333,31,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
5343,972,0,Female,Black or African American,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5344,884,0,Male,Asian,Divorced or separated,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5345,785,13,Female,White,Widowed,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5346,816,8,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5347,717,33,Female,Asian,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5348,736,8,Male,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5349,106,46,Female,White,Divorced or separated,Bachelor's degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
5350,515,0,Female,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5351,529,48,Male,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5352,260,42,Male,Asian,Never married,Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
5353,326,19,Male,White,Never married,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
5354,696,34,Male,White,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5355,729,45,Male,Black or African American and Pacific Islander and Asian,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5356,284,44,Female,Asian,Never married,Some college or associate's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5357,944,25,Female,Asian,"Now married, except separated",Bachelor's degree,"$50,000 to $64,999",Householder lived in renter-occupied housing units
5358,649,39,Male,White,"Now married, except separated",Less than high school graduate,"$65,000 to $74,999",Householder lived in owner-occupied housing units
5359,401,64,Male,Pacific Islander and Asian and Black or African American,Divorced or separated,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
5360,470,31,Male,White,"Now married, except separated",Some college or associate's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5361,26,58,Male,White,Never married,Less than high school graduate,"$50,000 to $64,999",Householder lived in renter-occupied housing units
5362,130,45,Female,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5363,988,50,Female,White and Asian and Pacific Islander,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5364,679,15,Female,Black or African American,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5365,672,63,Male,White,Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
5366,884,0,Male,Asian,Divorced or separated,Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5367,826,34,Male,White,Never married,Some college or associate's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
5368,504,34,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Some college or associate's degree,"$65,000 to $74,999",Householder lived in renter-occupied housing units
5369,629,16,Male,White,Divorced or separated,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
5370,157,74,Male,Asian,Never married,High school graduate (includes equivalency),"$65,000 to $74,999",Householder lived in renter-occupied housing units
5371,659,67,Female,Asian,"Now married, except separated",Less than high school graduate,"$25,000 to $34,999",Householder lived in owner-occupied housing units
5372,155,30,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Some college or associate's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5373,848,1,Male,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5374,50,42,Female,Asian,"Now married, except separated",Less than high school graduate,"$65,000 to $74,999",Householder lived in owner-occupied housing units
5375,943,29,Female,White,Never married,Bachelor's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
5376,456,7,Female,White,Never married,Graduate or professional degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5377,762,60,Female,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5378,847,12,Male,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5379,255,28,Female,Asian,Divorced or separated,Graduate or professional degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
5380,212,0,Female,Asian,Never married,Less than high school graduate,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5381,466,12,Male,White,Never married,Less than high school graduate,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5382,964,63,Male,Asian,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5383,597,18,Female,Hispanic or Latino origin (of any race),Widowed,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
5384,565,45,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
5385,561,8,Male,White,Never married,Less than high school graduate,"$35,000 to $49,999",Householder lived in renter-occupied housing units
5386,817,8,Female,White,Never married,Graduate or professional degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
5387,272,65,Female,Asian,"Now married, except separated",High school graduate (includes equivalency),"$10,000 to $14,999",Householder lived in renter-occupied housing units
5388,91,57,Female,Black or African American and Pacific Islander,"Now married, except separated",Bachelor's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
5389,852,57,Male,Black or African American,Widowed,High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
5390,341,49,Male,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5391,852,56,Male,Black or African American,Widowed,High school graduate (includes equivalency),"$75,000 or more",Householder lived in renter-occupied housing units
5392,182,2,Female,White,"Now married, except separated",Graduate or professional degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5393,160,0,Female,White,Never married,Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5394,407,3,Male,Asian,Never married,Less than high school graduate,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5395,515,0,Female,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5396,579,46,Female,Asian,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5397,897,0,Female,Hispanic or Latino origin (of any race),"Now married, except separated",Some college or associate's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5398,641,16,Male,White,Never married,Some college or associate's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5399,651,34,Female,White,Never married,Bachelor's degree,"$10,000 to $14,999",Householder lived in owner-occupied housing units
5400,689,23,Female,White,Widowed,Bachelor's degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
5401,104,19,Male,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5402,635,26,Male,White,Widowed,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5403,428,55,Male,White,Never married,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
5404,516,68,Female,Asian,Never married,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
5405,385,47,Female,Hispanic or Latino origin (of any race),Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5406,903,40,Female,White,Never married,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
5407,246,53,Female,Middle Eastern and Black or African American and Native American,Divorced or separated,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5408,364,27,Male,Asian,Never married,Less than high school graduate,"$75,000 or more",Householder lived in owner-occupied housing units
5409,229,42,Female,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5410,215,48,Male,Asian,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5411,81,13,Male,Asian,Divorced or separated,Less than high school graduate,"$35,000 to $49,999",Householder lived in renter-occupied housing units
5412,195,30,Male,White,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in owner-occupied housing units
5413,475,56,Male,White,Never married,Less than high school graduate,"$25,000 to $34,999",Householder lived in owner-occupied housing units
5414,517,17,Male,Hispanic or Latino origin (of any race),Never married,Less than high school graduate,"$65,000 to $74,999",Householder lived in renter-occupied housing units
5415,70,49,Female,White and Asian and Middle Eastern,Divorced or separated,Bachelor's degree,"$10,000 to $14,999",Householder lived in renter-occupied housing units
5416,450,69,Male,Pacific Islander and Black or African American,Never married,Some college or associate's degree,"$35,000 to $49,999",Householder lived in renter-occupied housing units
5417,966,47,Female,Asian,Divorced or separated,Bachelor's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5418,763,44,Male,Asian,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5419,814,19,Female,White,"Now married, except separated",Graduate or professional degree,"$65,000 to $74,999",Householder lived in owner-occupied housing units
5420,803,25,Male,Asian,"Now married, except separated",Some college or associate's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
5421,209,0,Male,Black or African American,Never married,High school graduate (includes equivalency),"$15,000 to $24,999",Householder lived in renter-occupied housing units
5422,216,25,Male,White,Never married,Bachelor's degree,"$15,000 to $24,999",Householder lived in owner-occupied housing units
5423,616,2,Female,White,Never married,Less than high school graduate,"$75,000 or more",Householder lived in renter-occupied housing units
5424,432,33,Female,White,"Now married, except separated",Bachelor's degree,"$25,000 to $34,999",Householder lived in owner-occupied housing units
5425,203,11,Female,Asian,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5426,530,12,Female,White,"Now married, except separated",Some college or associate's degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
5427,702,74,Male,White,Never married,Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5428,104,18,Male,White,"Now married, except separated",Graduate or professional degree,"$75,000 or more",Householder lived in owner-occupied housing units
5429,254,56,Male,Asian,Never married,Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5430,824,0,Female,White,"Now married, except separated",Bachelor's degree,"$1 to $9,999 or loss",Householder lived in renter-occupied housing units
5431,551,18,Female,Asian,"Now married, except separated",Graduate or professional degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5432,419,28,Female,Hispanic or Latino and Pacific Islander,Never married,Bachelor's degree,"$1 to $9,999 or loss",Householder lived in owner-occupied housing units
5433,31,0,Female,Asian,"Now married, except separated",Bachelor's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5434,229,43,Female,White,"Now married, except separated",Some college or associate's degree,"$75,000 or more",Householder lived in renter-occupied housing units
5435,507,37,Female,White,Never married,Graduate or professional degree,"$75,000 or more",Householder lived in renter-occupied housing units
5436,677,8,Male,Middle Eastern and White,"Now married, except separated",Some college or associate's degree,"$25,000 to $34,999",Householder lived in renter-occupied housing units
5437,263,50,Male,Hispanic or Latino origin (of any race),"Now married, except separated",Graduate or professional degree,"$50,000 to $64,999",Householder lived in owner-occupied housing units
5438,161,49,Male,White,Never married,Some college or associate's degree,"$15,000 to $24,999",Householder lived in renter-occupied housing units
5439,144,35,Male,Asian,Never married,Graduate or professional degree,"$35,000 to $49,999",Householder lived in owner-occupied housing units
